AMT_INCOME_TOTAL,DAYS_EMPLOYED,window,FLAG_OWN_REALTY,CODE_GENDER_M,NAME_INCOME_TYPE_Pensioner,NAME_FAMILY_STATUS_Widow,Occupation_Drivers,Occupation_Low-skill Laborers,Occupation_Sales staff,Age,target
157500.0,218,21.0,1,0.0,0.0,0.0,0.0,0.0,1.0,40,0
157500.0,218,19.0,1,0.0,0.0,0.0,0.0,0.0,1.0,40,0
157500.0,218,14.0,1,0.0,0.0,0.0,0.0,0.0,1.0,40,0
225000.0,308,30.0,1,0.0,0.0,0.0,0.0,0.0,1.0,32,0
225000.0,979,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,979,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,979,34.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,979,41.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,979,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,979,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,979,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,979,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
112500.0,795,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,795,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
90000.0,369,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,38,0
90000.0,369,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,38,0
135000.0,614,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,46,0
135000.0,614,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,46,0
135000.0,614,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,46,0
103500.0,2561,33.0,0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
103500.0,2561,31.0,0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
103500.0,2561,10.0,0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
103500.0,2561,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
103500.0,2561,28.0,0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
103500.0,2561,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
103500.0,2561,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
135000.0,249,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,1
135000.0,249,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,249,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,0
315000.0,979,12.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
315000.0,979,35.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
315000.0,979,46.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
315000.0,979,46.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
315000.0,979,45.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
315000.0,979,27.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
315000.0,979,21.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
315000.0,979,11.0,1,1.0,0.0,0.0,1.0,0.0,0.0,59,0
292500.0,3322,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,45.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,38.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,25.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,39.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,38.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,17.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,38.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,38.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,38.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,36.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,34.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
292500.0,3322,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,34,0
405000.0,4145,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
405000.0,4145,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
405000.0,4145,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
405000.0,4145,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
405000.0,4145,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
405000.0,4145,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
76500.0,2592,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,39,0
225000.0,3870,43.0,1,1.0,0.0,0.0,0.0,0.0,0.0,37,0
135000.0,1618,12.0,0,1.0,0.0,0.0,0.0,0.0,0.0,51,0
202500.0,734,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
202500.0,734,53.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
202500.0,734,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
202500.0,734,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
202500.0,734,52.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50,0
202500.0,4448,43.0,1,0.0,0.0,0.0,0.0,0.0,0.0,31,0
202500.0,4448,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,31,0
202500.0,4448,47.0,1,0.0,0.0,0.0,0.0,0.0,0.0,31,0
202500.0,4448,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,31,0
135000.0,2440,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
135000.0,2440,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
135000.0,2440,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,157,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,157,37.0,1,0.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,157,36.0,1,0.0,0.0,0.0,0.0,0.0,0.0,35,0
202500.0,2014,28.0,1,1.0,0.0,0.0,0.0,0.0,0.0,48,0
202500.0,2014,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,48,0
202500.0,2014,42.0,1,1.0,0.0,0.0,0.0,0.0,0.0,48,0
202500.0,2014,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,48,0
202500.0,2014,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,48,0
292500.0,1526,18.0,0,1.0,0.0,0.0,1.0,0.0,0.0,38,0
292500.0,1526,16.0,0,1.0,0.0,0.0,1.0,0.0,0.0,38,0
292500.0,1526,10.0,0,1.0,0.0,0.0,1.0,0.0,0.0,38,0
292500.0,1526,10.0,0,1.0,0.0,0.0,1.0,0.0,0.0,38,0
270000.0,2806,20.0,1,1.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,2806,28.0,1,1.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,2806,19.0,1,1.0,0.0,0.0,0.0,0.0,0.0,45,0
90000.0,188,46.0,1,0.0,0.0,0.0,0.0,0.0,0.0,37,0
90000.0,188,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,37,0
146250.0,522,23.0,0,1.0,0.0,0.0,0.0,0.0,0.0,25,0
146250.0,522,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,25,0
144000.0,1830,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,46,0
144000.0,1830,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,46,0
144000.0,1830,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,46,0
144000.0,1830,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,46,0
112500.0,673,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,42.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,44.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,673,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33,0
157500.0,2987,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,26,0
157500.0,2987,20.0,1,1.0,0.0,0.0,0.0,0.0,0.0,26,0
180000.0,461,38.0,0,0.0,0.0,1.0,0.0,0.0,0.0,58,0
180000.0,461,12.0,0,0.0,0.0,1.0,0.0,0.0,0.0,58,0
180000.0,461,4.0,0,0.0,0.0,1.0,0.0,0.0,0.0,58,0
180000.0,3992,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,3992,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,3992,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,3992,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,3992,58.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,3992,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,3992,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
180000.0,3992,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
112500.0,583,40.0,1,0.0,0.0,1.0,0.0,0.0,0.0,53,0
112500.0,583,7.0,1,0.0,0.0,1.0,0.0,0.0,0.0,53,0
112500.0,583,19.0,1,0.0,0.0,1.0,0.0,0.0,0.0,53,0
112500.0,583,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,53,0
162000.0,6578,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,54,0
162000.0,6578,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,54,0
162000.0,6578,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,54,0
247500.0,3383,28.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
247500.0,3383,18.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
247500.0,3383,28.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
247500.0,3383,23.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
247500.0,3383,27.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
247500.0,3383,28.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
247500.0,3383,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
247500.0,3383,23.0,1,1.0,0.0,0.0,0.0,0.0,0.0,38,0
180000.0,4813,50.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,41.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,32.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,29.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,24.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,32.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,31.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,49.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,19.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,40.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,25.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,50.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,18.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,25.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,25.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,20.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
180000.0,4813,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35,0
121500.0,277,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,38.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
121500.0,277,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
180000.0,365243,11.0,1,0.0,1.0,0.0,0.0,0.0,0.0,60,0
292500.0,887,20.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44,0
292500.0,887,30.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44,0
292500.0,887,30.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44,0
292500.0,887,20.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44,0
292500.0,887,23.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44,0
292500.0,887,19.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44,0
193500.0,4783,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
193500.0,4783,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
193500.0,4783,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
193500.0,4783,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
193500.0,4783,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
193500.0,4783,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
225000.0,13245,60.0,1,0.0,0.0,1.0,0.0,0.0,0.0,58,0
225000.0,13245,60.0,1,0.0,0.0,1.0,0.0,0.0,0.0,58,0
225000.0,13245,59.0,1,0.0,0.0,1.0,0.0,0.0,0.0,58,0
81000.0,365243,8.0,1,0.0,1.0,1.0,0.0,0.0,0.0,61,0
315000.0,5787,49.0,1,1.0,0.0,0.0,0.0,0.0,0.0,42,0
315000.0,5787,41.0,1,1.0,0.0,0.0,0.0,0.0,0.0,42,0
144000.0,1769,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,41,0
144000.0,1769,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,41,0
144000.0,1769,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,41,0
144000.0,1769,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,41,0
90000.0,2865,50.0,1,0.0,0.0,0.0,0.0,0.0,0.0,40,0
90000.0,2865,50.0,1,0.0,0.0,0.0,0.0,0.0,0.0,40,0
90000.0,2865,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,40,0
157500.0,1435,18.0,1,0.0,0.0,0.0,0.0,0.0,1.0,39,0
157500.0,1435,19.0,1,0.0,0.0,0.0,0.0,0.0,1.0,39,0
157500.0,1435,19.0,1,0.0,0.0,0.0,0.0,0.0,1.0,39,0
157500.0,1435,16.0,1,0.0,0.0,0.0,0.0,0.0,1.0,39,0
157500.0,1435,19.0,1,0.0,0.0,0.0,0.0,0.0,1.0,39,0
157500.0,1435,33.0,1,0.0,0.0,0.0,0.0,0.0,1.0,39,0
157500.0,1435,16.0,1,0.0,0.0,0.0,0.0,0.0,1.0,39,0
225000.0,2348,8.0,0,1.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,2348,8.0,0,1.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,2348,8.0,0,1.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,2348,7.0,0,1.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,1314,45.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
225000.0,1314,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
292500.0,2653,22.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
292500.0,2653,45.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
292500.0,2653,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
112500.0,365243,34.0,0,0.0,1.0,0.0,0.0,0.0,0.0,64,0
112500.0,365243,42.0,0,0.0,1.0,0.0,0.0,0.0,0.0,64,0
112500.0,365243,7.0,0,0.0,1.0,0.0,0.0,0.0,0.0,64,0
112500.0,365243,12.0,0,0.0,1.0,0.0,0.0,0.0,0.0,64,0
112500.0,365243,47.0,0,0.0,1.0,0.0,0.0,0.0,0.0,64,0
112500.0,365243,18.0,0,0.0,1.0,0.0,0.0,0.0,0.0,64,0
135000.0,3840,22.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,15.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,34.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,14.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,3840,7.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49,0
135000.0,704,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
135000.0,704,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
121500.0,1800,9.0,1,0.0,0.0,0.0,0.0,0.0,1.0,29,0
121500.0,365243,26.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
121500.0,365243,49.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
121500.0,365243,59.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
121500.0,365243,26.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
121500.0,365243,14.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
148500.0,3595,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
148500.0,3595,12.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
148500.0,3595,19.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
148500.0,3595,12.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
148500.0,3595,15.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
148500.0,3595,7.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
148500.0,3595,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
247500.0,826,37.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,33.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,38.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,33.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,30.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,33.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,39.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,33.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,32.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,30.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
247500.0,826,23.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27,0
225000.0,365243,23.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
225000.0,365243,39.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
225000.0,365243,11.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
225000.0,365243,22.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
225000.0,365243,18.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
225000.0,365243,12.0,1,0.0,1.0,0.0,0.0,0.0,0.0,64,0
135000.0,365243,11.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
135000.0,365243,20.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
135000.0,365243,20.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
135000.0,365243,20.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
135000.0,365243,20.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
135000.0,365243,20.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
135000.0,365243,23.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
135000.0,365243,20.0,1,0.0,1.0,0.0,0.0,0.0,0.0,59,0
270000.0,857,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
270000.0,857,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
270000.0,857,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
270000.0,857,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
90000.0,96,23.0,1,1.0,0.0,0.0,0.0,0.0,0.0,25,0
90000.0,96,22.0,1,1.0,0.0,0.0,0.0,0.0,0.0,25,0
90000.0,96,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,25,0
130500.0,3505,40.0,1,0.0,0.0,0.0,0.0,0.0,1.0,49,0
90000.0,9866,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,0
90000.0,9866,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,0
90000.0,9866,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,0
90000.0,9866,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,0
90000.0,9866,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,0
90000.0,9866,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,0
90000.0,9866,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,0
144000.0,2714,25.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,8.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,31.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,19.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,19.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,7.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
144000.0,2714,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,33,0
112500.0,6639,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
112500.0,6639,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
112500.0,6639,56.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
112500.0,6639,39.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
112500.0,6639,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
112500.0,6639,25.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
112500.0,6639,18.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
112500.0,6639,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,36,0
225000.0,887,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,43,0
450000.0,4660,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
450000.0,4660,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
450000.0,4660,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
450000.0,4660,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
450000.0,4660,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
450000.0,4660,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
450000.0,4660,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
450000.0,4660,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58,0
112500.0,1618,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,1618,43.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,1618,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,1618,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,1618,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,1618,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,1618,43.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0
270000.0,2622,20.0,1,0.0,0.0,1.0,0.0,0.0,0.0,52,0
270000.0,2622,13.0,1,0.0,0.0,1.0,0.0,0.0,0.0,52,0
